Image,Point,Latitude,Longitude,Object Type,Coordinates,Probability,Bounding Box Center,Normalized Bounding Box Center
/content/tif_images/image_672.tif,9,36.204606053,36.15743498,collapsed,"[301.6314697265625, 221.0303192138672, 361.8485107421875, 297.07891845703125]",0.6194766759872437,"[331.739990234375, 259.0546188354492]","[0.518343734741211, 0.4047728419303894]"
/content/tif_images/image_672.tif,12,36.204047419,36.157460108,collapsed,"[299.29022216796875, 423.54180908203125, 378.5870361328125, 513.4606323242188]",0.6040880680084229,"[338.9386291503906, 468.501220703125]","[0.5295916080474854, 0.7320331573486328]"
/content/tif_images/image_672.tif,20,36.204462687,36.156567526,collapsed,"[54.18383026123047, 275.1600646972656, 112.27704620361328, 350.4522399902344]",0.3392540514469147,"[83.23043823242188, 312.80615234375]","[0.13004755973815918, 0.48875961303710935]"
/content/tif_images/image_469.tif,0,36.215302154,36.125872298,collapsed,"[80.19705200195312, 545.789306640625, 163.94703674316406, 638.864013671875]",0.5385466814041138,"[122.0720443725586, 592.32666015625]","[0.1907375693321228, 0.9255104064941406]"
/content/tif_images/image_620.tif,16,36.208493349,36.160950317,collapsed,"[92.5589370727539, 120.71260833740234, 171.30398559570312, 197.71359252929688]",0.434767335653305,"[131.93146133422852, 159.2131004333496]","[0.20614290833473206, 0.24877046942710876]"
/content/tif_images/image_620.tif,17,36.208578961,36.160685349,collapsed,"[24.219223022460938, 94.79090881347656, 87.75849151611328, 159.43873596191406]",0.4236738681793213,"[55.98885726928711, 127.11482238769531]","[0.08748258948326111, 0.19861690998077391]"
/content/tif_images/image_620.tif,19,36.208741813,36.161196488,collapsed,"[162.48422241210938, 30.628768920898438, 242.48876953125, 101.48588562011719]",0.3479087054729461,"[202.4864959716797, 66.05732727050781]","[0.3163851499557495, 0.10321457386016845]"
/content/tif_images/image_674.tif,7,36.204497774,36.161004006,collapsed,"[69.83656311035156, 305.96453857421875, 152.0027618408203, 370.92645263671875]",0.4453847408294678,"[110.91966247558594, 338.44549560546875]","[0.17331197261810302, 0.5288210868835449]"
/content/tif_images/image_642.tif,13,36.206362665,36.151687046,collapsed,"[515.1401977539062, 146.916015625, 621.6453247070312, 256.756591796875]",0.3492656648159027,"[568.3927612304688, 201.8363037109375]","[0.8881136894226074, 0.3153692245483398]"
/content/tif_images/image_642.tif,15,36.206385849,36.151702771,collapsed,"[526.1180419921875, 151.228759765625, 619.6773681640625, 235.0592041015625]",0.2688754200935364,"[572.897705078125, 193.14398193359375]","[0.8951526641845703, 0.3017874717712402]"
/content/tif_images/image_246.tif,5,36.230007261,36.109863615,collapsed,"[0.475189208984375, 150.04800415039062, 72.03802490234375, 282.675048828125]",0.5303092002868652,"[36.25660705566406, 216.3615264892578]","[0.056650948524475095, 0.3380648851394653]"
/content/tif_images/image_170.tif,0,36.235427766,36.120582876,collapsed,"[23.803939819335938, 216.79241943359375, 83.22127532958984, 304.08673095703125]",0.3482843935489654,"[53.51260757446289, 260.4395751953125]","[0.08361344933509826, 0.4069368362426758]"
/content/tif_images/image_537.tif,6,36.213151952,36.15637659,collapsed,"[85.53608703613281, 319.8995361328125, 154.30056762695312, 384.24859619140625]",0.6749640107154846,"[119.91832733154297, 352.0740661621094]","[0.1873723864555359, 0.5501157283782959]"
/content/tif_images/image_537.tif,11,36.213220159,36.157078801,collapsed,"[289.055419921875, 291.5501708984375, 353.12255859375, 361.4532470703125]",0.5901482701301575,"[321.0889892578125, 326.501708984375]","[0.501701545715332, 0.510158920288086]"
/content/tif_images/image_537.tif,22,36.213329711,36.156288414,collapsed,"[60.06526184082031, 258.74810791015625, 129.24989318847656, 312.10699462890625]",0.3128956854343414,"[94.65757751464844, 285.42755126953125]","[0.1479024648666382, 0.4459805488586426]"
/content/tif_images/image_537.tif,23,36.213952592,36.158096025,collapsed,"[585.0098876953125, 28.58617401123047, 640.0, 75.19978332519531]",0.3007784783840179,"[612.5049438476562, 51.89297866821289]","[0.9570389747619629, 0.08108277916908264]"
/content/tif_images/image_537.tif,24,36.213494902,36.156197867,collapsed,"[37.84309387207031, 194.01300048828125, 99.59197998046875, 252.97296142578125]",0.2807122468948364,"[68.71753692626953, 223.49298095703125]","[0.10737115144729614, 0.34920778274536135]"
/content/tif_images/image_509.tif,10,36.21572056,36.155060684,collapsed,"[346.20098876953125, 0.0, 419.66986083984375, 58.06841278076172]",0.309091717004776,"[382.9354248046875, 29.03420639038086]","[0.5983366012573242, 0.045365947484970096]"
/content/tif_images/image_509.tif,11,36.215258047,36.155261528,collapsed,"[394.0653076171875, 156.0965576171875, 486.882080078125, 248.7891845703125]",0.2975570559501648,"[440.47369384765625, 202.44287109375]","[0.6882401466369629, 0.3163169860839844]"
/content/tif_images/image_300.tif,7,36.22569285,36.111168947,collapsed,"[322.9577331542969, 480.8905944824219, 423.2492980957031, 550.12451171875]",0.4230492413043976,"[373.103515625, 515.5075531005859]","[0.5829742431640625, 0.8054805517196655]"
/content/tif_images/image_300.tif,9,36.225885916,36.110905185,collapsed,"[254.4737548828125, 416.31292724609375, 340.67474365234375, 469.8465576171875]",0.3886075913906097,"[297.5742492675781, 443.0797424316406]","[0.46495976448059084, 0.6923120975494385]"
/content/tif_images/image_166.tif,7,36.234689465,36.113549357,collapsed,"[493.0762634277344, 418.9700927734375, 558.6180419921875, 499.0400390625]",0.5599837899208069,"[525.8471527099609, 459.00506591796875]","[0.8216361761093139, 0.7171954154968262]"
/content/tif_images/image_482.tif,11,36.216777061,36.155736743,collapsed,"[551.9430541992188, 239.03260803222656, 637.3814086914062, 345.8076171875]",0.7044689655303955,"[594.6622314453125, 292.4201126098633]","[0.9291597366333008, 0.45690642595291137]"
/content/tif_images/image_482.tif,16,36.216179565,36.154740487,collapsed,"[267.9455871582031, 467.69171142578125, 350.5605773925781, 565.1831665039062]",0.6406351923942566,"[309.2530822753906, 516.4374389648438]","[0.48320794105529785, 0.8069334983825683]"
/content/tif_images/image_329.tif,1,36.2244434,36.114781773,collapsed,"[90.0383529663086, 302.76971435546875, 201.91201782226562, 424.71429443359375]",0.3222551643848419,"[145.9751853942871, 363.74200439453125]","[0.2280862271785736, 0.5683468818664551]"
/content/tif_images/image_180.tif,2,36.236202066,36.142670998,collapsed,"[115.24130249023438, 111.09471130371094, 209.05496215820312, 219.5414581298828]",0.6406498551368713,"[162.14813232421875, 165.31808471679688]","[0.2533564567565918, 0.25830950736999514]"
/content/tif_images/image_640.tif,3,36.205861301,36.147358386,collapsed,"[537.3017578125, 300.82513427734375, 605.98095703125, 401.561767578125]",0.745018482208252,"[571.641357421875, 351.1934509277344]","[0.8931896209716796, 0.5487397670745849]"
/content/tif_images/image_640.tif,7,36.205198718,36.145797303,collapsed,"[88.35002136230469, 560.80126953125, 160.4899139404297, 638.42626953125]",0.6334185004234314,"[124.41996765136719, 599.61376953125]","[0.19440619945526122, 0.9368965148925781]"
/content/tif_images/image_640.tif,13,36.205512946,36.146319411,collapsed,"[238.95985412597656, 431.958984375, 309.02880859375, 531.6429443359375]",0.5466904044151306,"[273.9943313598633, 481.80096435546875]","[0.4281161427497864, 0.7528140068054199]"
/content/tif_images/image_640.tif,16,36.205199331,36.146199178,collapsed,"[183.96502685546875, 558.91162109375, 295.1340637207031, 639.856201171875]",0.4454058408737182,"[239.54954528808594, 599.3839111328125]","[0.37429616451263426, 0.9365373611450195]"
/content/tif_images/image_640.tif,19,36.205505651,36.146011416,collapsed,"[143.5455322265625, 440.05682373046875, 227.97317504882812, 529.015380859375]",0.2672691941261291,"[185.7593536376953, 484.5361022949219]","[0.2902489900588989, 0.7570876598358154]"
/content/tif_images/image_453.tif,3,36.217638695,36.14935257,collapsed,"[0.03699493408203125, 541.1512451171875, 55.29403305053711, 638.5970458984375]",0.4466984868049621,"[27.66551399230957, 589.8741455078125]","[0.0432273656129837, 0.9216783523559571]"
/content/tif_images/image_727.tif,5,36.200192485,36.159762248,collapsed,"[289.3124694824219, 588.676025390625, 391.5102233886719, 640.0]",0.2528114914894104,"[340.4113464355469, 614.3380126953125]","[0.531892728805542, 0.9599031448364258]"
/content/tif_images/image_110.tif,0,36.23917486,36.108042803,collapsed,"[161.48663330078125, 19.93402862548828, 297.1390686035156, 92.71521759033203]",0.3191126585006714,"[229.31285095214844, 56.324623107910156]","[0.3583013296127319, 0.08800722360610962]"
/content/tif_images/image_302.tif,1,36.226832419,36.114844668,collapsed,"[132.8287353515625, 89.02897644042969, 232.367919921875, 165.75611877441406]",0.6379581689834595,"[182.59832763671875, 127.39254760742188]","[0.285309886932373, 0.1990508556365967]"
/content/tif_images/image_538.tif,24,36.213477046,36.158792217,collapsed,"[149.11151123046875, 218.05081176757812, 230.8873291015625, 280.5676574707031]",0.2716447412967682,"[189.99942016601562, 249.30923461914062]","[0.2968740940093994, 0.3895456790924072]"
/content/tif_images/image_60.tif,1,36.242952403,36.115957745,collapsed,"[0.02657318115234375, 1.5118255615234375, 92.56449890136719, 73.21531677246094]",0.3645600378513336,"[46.295536041259766, 37.36357116699219]","[0.07233677506446838, 0.05838057994842529]"
/content/tif_images/image_269.tif,7,36.23058662,36.159781766,collapsed,"[0.0, 391.82122802734375, 68.04837036132812, 503.78863525390625]",0.2721895575523376,"[34.02418518066406, 447.804931640625]","[0.053162789344787596, 0.6996952056884765]"
/content/tif_images/image_645.tif,15,36.206308189,36.156794397,collapsed,"[117.89857482910156, 231.35101318359375, 215.2202911376953, 329.3975830078125]",0.5931207537651062,"[166.55943298339844, 280.3742980957031]","[0.26024911403656004, 0.43808484077453613]"
/content/tif_images/image_645.tif,19,36.205978666,36.157525916,collapsed,"[340.28326416015625, 359.58734130859375, 411.96929931640625, 448.25567626953125]",0.5508943200111389,"[376.12628173828125, 403.9215087890625]","[0.5876973152160645, 0.6311273574829102]"
/content/tif_images/image_645.tif,22,36.206866,36.157361662,collapsed,"[299.39111328125, 31.88470458984375, 358.7501220703125, 110.58775329589844]",0.3259767591953277,"[329.07061767578125, 71.2362289428711]","[0.5141728401184082, 0.11130660772323608]"
/content/tif_images/image_645.tif,23,36.205747476,36.157699773,collapsed,"[398.3644714355469, 463.73468017578125, 453.5018005371094, 517.4669799804688]",0.3180650770664215,"[425.9331359863281, 490.600830078125]","[0.6655205249786377, 0.7665637969970703]"
/content/tif_images/image_665.tif,20,36.203392503,36.142839382,collapsed,"[454.460693359375, 540.32568359375, 549.589599609375, 616.321044921875]",0.6936991214752197,"[502.025146484375, 578.3233642578125]","[0.7844142913818359, 0.903630256652832]"
/content/tif_images/image_221.tif,7,36.232305413,36.114657098,collapsed,"[152.73016357421875, 13.789932250976562, 216.149169921875, 93.19188690185547]",0.4290716350078583,"[184.43966674804688, 53.490909576416016]","[0.28818697929382325, 0.08357954621315003]"
/content/tif_images/image_629.tif,1,36.205912854,36.121724721,collapsed,"[28.373519897460938, 69.46931457519531, 104.39407348632812, 164.73130798339844]",0.4562224745750427,"[66.38379669189453, 117.10031127929688]","[0.1037246823310852, 0.18296923637390136]"
/content/tif_images/image_565.tif,2,36.211330029,36.160190359,collapsed,"[523.3494262695312, 349.49188232421875, 621.6371459960938, 440.83221435546875]",0.6149939298629761,"[572.4932861328125, 395.16204833984375]","[0.8945207595825195, 0.6174407005310059]"
/content/tif_images/image_565.tif,4,36.211826752,36.160217629,collapsed,"[527.52294921875, 156.4388427734375, 633.088134765625, 261.41583251953125]",0.28146693110466,"[580.3055419921875, 208.92733764648438]","[0.906727409362793, 0.3264489650726318]"
/content/tif_images/image_193.tif,4,36.233852324,36.113513112,collapsed,"[462.55804443359375, 71.88558959960938, 531.1526489257812, 154.45956420898438]",0.5771593451499939,"[496.8553466796875, 113.17257690429688]","[0.7763364791870118, 0.17683215141296388]"
/content/tif_images/image_193.tif,7,36.233755015,36.113155675,collapsed,"[366.33477783203125, 112.03258514404297, 422.66925048828125, 187.3228759765625]",0.435137927532196,"[394.50201416015625, 149.67773056030273]","[0.6164093971252441, 0.23387145400047302]"
/content/tif_images/image_193.tif,8,36.233620666,36.1139136,collapsed,"[583.07275390625, 143.8277587890625, 640.0, 256.329345703125]",0.3575107753276825,"[611.536376953125, 200.07855224609375]","[0.9555255889892578, 0.3126227378845215]"
/content/tif_images/image_2.tif,1,36.244952815,36.107132192,collapsed,"[0.38088226318359375, 465.4616394042969, 85.59679412841797, 589.5888671875]",0.5565598607063293,"[42.98883819580078, 527.5252532958984]","[0.06717005968093873, 0.8242582082748413]"
/content/tif_images/image_695.tif,33,36.203248427,36.148266498,collapsed,"[126.5114974975586, 0.08477401733398438, 220.57223510742188, 62.582454681396484]",0.3240187466144562,"[173.54186630249023, 31.333614349365234]","[0.271159166097641, 0.04895877242088318]"
/content/tif_images/image_694.tif,41,36.202840314,36.146817649,collapsed,"[354.85699462890625, 126.6114501953125, 405.26446533203125, 203.08837890625]",0.4577859938144684,"[380.06072998046875, 164.84991455078125]","[0.5938448905944824, 0.2575779914855957]"
/content/tif_images/image_439.tif,1,36.217290646,36.120328372,collapsed,"[371.6111145019531, 399.32177734375, 463.0359802246094, 495.5191650390625]",0.5248550772666931,"[417.32354736328125, 447.42047119140625]","[0.652068042755127, 0.6990944862365722]"
/content/tif_images/image_439.tif,3,36.217256869,36.120981115,collapsed,"[569.3355712890625, 409.446044921875, 639.1417236328125, 510.7225341796875]",0.334634780883789,"[604.2386474609375, 460.08428955078125]","[0.9441228866577148, 0.7188817024230957]"
/content/tif_images/image_349.tif,0,36.224874187,36.15963335,collapsed,"[512.8828125, 546.4873046875, 604.595947265625, 637.390869140625]",0.6777677536010742,"[558.7393798828125, 591.9390869140625]","[0.8730302810668945, 0.9249048233032227]"
/content/tif_images/image_563.tif,15,36.211577315,36.15524248,collapsed,"[357.3215637207031, 230.82522583007812, 439.3727111816406, 296.8357849121094]",0.6459790468215942,"[398.3471374511719, 263.83050537109375]","[0.622417402267456, 0.412235164642334]"
/content/tif_images/image_563.tif,17,36.210887591,36.154876504,collapsed,"[250.184814453125, 482.23712158203125, 336.8182373046875, 562.6156616210938]",0.5426509976387024,"[293.50152587890625, 522.4263916015625]","[0.45859613418579104, 0.8162912368774414]"
/content/tif_images/image_563.tif,18,36.211411164,36.154937872,collapsed,"[272.09259033203125, 293.6683349609375, 350.0723876953125, 358.58160400390625]",0.5003058910369873,"[311.0824890136719, 326.1249694824219]","[0.4860663890838623, 0.5095702648162842]"
/content/tif_images/image_563.tif,20,36.210658033,36.155006722,collapsed,"[285.8703918457031, 577.1137084960938, 375.7431335449219, 639.8739624023438]",0.4993141889572143,"[330.8067626953125, 608.4938354492188]","[0.5168855667114258, 0.9507716178894043]"
/content/tif_images/image_536.tif,7,36.213807744,36.154872867,collapsed,"[255.71087646484375, 39.47056579589844, 365.8778076171875, 133.93728637695312]",0.7206006646156311,"[310.7943420410156, 86.70392608642578]","[0.4856161594390869, 0.13547488451004028]"
/content/tif_images/image_536.tif,22,36.213907443,36.154297278,collapsed,"[92.8341064453125, 0.0, 198.96340942382812, 98.64883422851562]",0.3066882491111755,"[145.8987579345703, 49.32441711425781]","[0.2279668092727661, 0.07706940174102783]"
/content/tif_images/image_458.tif,5,36.218672843,36.161800798,collapsed,"[430.59625244140625, 248.0223388671875, 539.3148803710938, 349.72894287109375]",0.7498647570610046,"[484.95556640625, 298.8756408691406]","[0.7577430725097656, 0.4669931888580322]"
/content/tif_images/image_458.tif,8,36.218266192,36.161736857,collapsed,"[412.49530029296875, 395.89666748046875, 520.7800903320312, 506.78302001953125]",0.7227571606636047,"[466.6376953125, 451.33984375]","[0.7291213989257812, 0.705218505859375]"
/content/tif_images/image_347.tif,18,36.22474739,36.15525828,collapsed,"[494.6890869140625, 562.009765625, 603.26904296875, 639.71337890625]",0.5108820796012878,"[548.9790649414062, 600.861572265625]","[0.8577797889709473, 0.938846206665039]"
/content/tif_images/image_452.tif,19,36.21756964,36.149232755,collapsed,"[590.0120849609375, 555.038818359375, 640.0, 637.498291015625]",0.2796993553638458,"[615.0060424804688, 596.2685546875]","[0.9609469413757324, 0.9316696166992188]"
/content/tif_images/image_696.tif,12,36.203093327,36.1511203,collapsed,"[324.9630126953125, 55.56794738769531, 414.089599609375, 162.39414978027344]",0.5237674117088318,"[369.52630615234375, 108.98104858398438]","[0.5773848533630371, 0.17028288841247557]"
/content/tif_images/image_483.tif,18,36.217088947,36.156574711,collapsed,"[169.27191162109375, 144.94500732421875, 256.846923828125, 244.2685546875]",0.3603154122829437,"[213.05941772460938, 194.60678100585938]","[0.33290534019470214, 0.3040730953216553]"
/content/tif_images/image_483.tif,20,36.216996483,36.156322297,collapsed,"[116.47730255126953, 182.58258056640625, 165.01763916015625, 275.9655456542969]",0.3055820763111114,"[140.7474708557129, 229.27406311035156]","[0.2199179232120514, 0.3582407236099243]"
/content/tif_images/image_585.tif,20,36.208754604,36.143144698,collapsed,"[0.09846878051757812, 525.6290283203125, 45.56566619873047, 605.4473876953125]",0.263818085193634,"[22.832067489624023, 565.5382080078125]","[0.035675105452537534, 0.8836534500122071]"
/content/tif_images/image_332.tif,4,36.224845529,36.121318227,collapsed,"[105.74864959716797, 204.5244140625, 200.7796630859375, 339.04150390625]",0.4717134237289428,"[153.26415634155273, 271.782958984375]","[0.23947524428367614, 0.42466087341308595]"
/content/tif_images/image_484.tif,24,36.217304164,36.159798627,collapsed,"[476.738525390625, 87.64434051513672, 553.2359619140625, 179.18048095703125]",0.6368100047111511,"[514.9872436523438, 133.41241073608398]","[0.8046675682067871, 0.20845689177513121]"
/content/tif_images/image_484.tif,31,36.217252154,36.159520418,collapsed,"[409.1955871582031, 130.7919921875, 461.3751525878906, 175.03253173828125]",0.3763647973537445,"[435.2853698730469, 152.91226196289062]","[0.6801333904266358, 0.2389254093170166]"
/content/tif_images/image_359.tif,4,36.223153013,36.121170535,collapsed,"[38.44621276855469, 181.4345703125, 146.27157592773438, 312.70941162109375]",0.4062625765800476,"[92.35889434814453, 247.07199096679688]","[0.14431077241897583, 0.3860499858856201]"
/content/tif_images/image_406.tif,1,36.218690761,36.107479539,collapsed,"[446.78973388671875, 396.9967041015625, 523.8226928710938, 531.295166015625]",0.5676501393318176,"[485.30621337890625, 464.14593505859375]","[0.758290958404541, 0.7252280235290527]"
/content/tif_images/image_406.tif,3,36.218469075,36.107874004,collapsed,"[556.758056640625, 483.7005310058594, 639.666259765625, 610.9207763671875]",0.3332336246967315,"[598.212158203125, 547.3106536865234]","[0.9347064971923829, 0.8551728963851929]"
/content/tif_images/image_29.tif,1,36.244262164,36.107593484,collapsed,"[83.54606628417969, 59.73121643066406, 229.28907775878906, 194.49514770507812]",0.327714204788208,"[156.41757202148438, 127.1131820678711]","[0.24440245628356932, 0.19861434698104857]"
/content/tif_images/image_167.tif,2,36.235810901,36.115630274,collapsed,"[465.7796630859375, 2.2258453369140625, 534.3233642578125, 113.39366149902344]",0.6946161389350891,"[500.051513671875, 57.80975341796875]","[0.7813304901123047, 0.09032773971557617]"
/content/tif_images/image_192.tif,7,36.232832986,36.110661489,collapsed,"[249.56564331054688, 447.7795104980469, 354.3475646972656, 503.7955017089844]",0.3456397950649261,"[301.95660400390625, 475.7875061035156]","[0.4718071937561035, 0.7434179782867432]"
/content/tif_images/image_109.tif,0,36.237932669,36.106898745,collapsed,"[476.91900634765625, 446.71112060546875, 569.3749389648438, 558.1799926757812]",0.6348347067832947,"[523.14697265625, 502.445556640625]","[0.8174171447753906, 0.7850711822509766]"
/content/tif_images/image_109.tif,2,36.238708205,36.107132443,collapsed,"[540.074462890625, 158.82681274414062, 640.0, 264.1849670410156]",0.259456604719162,"[590.0372314453125, 211.50588989257812]","[0.9219331741333008, 0.3304779529571533]"
/content/tif_images/image_699.tif,22,36.202637504,36.158362894,collapsed,"[523.6583251953125, 298.6944580078125, 635.3316650390625, 377.295166015625]",0.3993584811687469,"[579.4949951171875, 337.99481201171875]","[0.9054609298706054, 0.5281168937683105]"
/content/tif_images/image_405.tif,7,36.221441276,36.162256621,collapsed,"[0.2294921875, 559.3668212890625, 60.2873649597168, 638.6925048828125]",0.3777340948581695,"[30.2584285736084, 599.0296630859375]","[0.047278794646263125, 0.9359838485717773]"
/content/tif_images/image_671.tif,6,36.204134319,36.155571398,collapsed,"[382.445068359375, 372.23779296875, 456.6009521484375, 461.35992431640625]",0.6626293659210205,"[419.52301025390625, 416.7988586425781]","[0.6555047035217285, 0.6512482166290283]"
/content/tif_images/image_671.tif,11,36.204413968,36.155840051,collapsed,"[461.67755126953125, 261.93023681640625, 531.2973022460938, 361.97198486328125]",0.4639157354831695,"[496.4874267578125, 311.95111083984375]","[0.775761604309082, 0.48742361068725587]"
/content/tif_images/image_671.tif,14,36.205194398,36.154772436,collapsed,"[140.49359130859375, 0.022708892822265625, 240.7767333984375, 38.6712532043457]",0.3279305696487427,"[190.63516235351562, 19.346981048583984]","[0.2978674411773682, 0.030229657888412476]"
/content/tif_images/image_671.tif,15,36.204838229,36.155673347,collapsed,"[396.7074890136719, 111.8479232788086, 500.7520446777344, 193.92056274414062]",0.2971636950969696,"[448.7297668457031, 152.8842430114746]","[0.7011402606964111, 0.2388816297054291]"
/content/tif_images/image_671.tif,16,36.204833293,36.155610221,collapsed,"[397.0523376464844, 117.62354278564453, 464.2380065917969, 191.8460693359375]",0.2819733023643493,"[430.6451721191406, 154.73480606079102]","[0.6728830814361573, 0.24177313446998597]"
/content/tif_images/image_662.tif,22,36.203241085,36.136098549,collapsed,"[410.287109375, 541.9425048828125, 461.50433349609375, 611.9443359375]",0.2509534955024719,"[435.8957214355469, 576.9434204101562]","[0.681087064743042, 0.9014740943908691]"
/content/tif_images/image_566.tif,4,36.211574778,36.161233017,collapsed,"[203.51913452148438, 288.682861328125, 295.1918640136719, 356.3577880859375]",0.6653341054916382,"[249.35549926757812, 322.52032470703125]","[0.3896179676055908, 0.5039380073547364]"
/content/tif_images/image_566.tif,7,36.211079851,36.161230613,collapsed,"[208.32574462890625, 468.697998046875, 289.00701904296875, 547.4649658203125]",0.6170125007629395,"[248.6663818359375, 508.08148193359375]","[0.38854122161865234, 0.7938773155212402]"
/content/tif_images/image_566.tif,8,36.210804678,36.160475563,collapsed,"[0.32964515686035156, 582.8189697265625, 64.19388580322266, 639.6839599609375]",0.5793330073356628,"[32.261765480041504, 611.25146484375]","[0.05040900856256485, 0.9550804138183594]"
/content/tif_images/image_566.tif,13,36.211904596,36.160525192,collapsed,"[4.674041748046875, 150.55813598632812, 88.2977294921875, 247.16696166992188]",0.4396551549434662,"[46.48588562011719, 198.862548828125]","[0.07263419628143311, 0.31072273254394533]"
/content/tif_images/image_566.tif,14,36.210972959,36.160860189,collapsed,"[100.34160614013672, 514.9002685546875, 184.65679931640625, 581.4161376953125]",0.3943738341331482,"[142.49920272827148, 548.158203125]","[0.2226550042629242, 0.8564971923828125]"
/content/tif_images/image_566.tif,15,36.211981285,36.160501943,collapsed,"[0.0, 136.49765014648438, 79.64472961425781, 203.721923828125]",0.3036662638187408,"[39.822364807128906, 170.1097869873047]","[0.06222244501113892, 0.2657965421676636]"
/content/tif_images/image_566.tif,16,36.211249817,36.16081982,collapsed,"[96.61932373046875, 395.27032470703125, 165.23892211914062, 493.44317626953125]",0.2712139785289764,"[130.9291229248047, 444.35675048828125]","[0.20457675457000732, 0.6943074226379394]"
/content/tif_images/image_566.tif,17,36.211185401,36.160832561,collapsed,"[97.63018798828125, 437.6359558105469, 171.53131103515625, 499.3805847167969]",0.2590185403823852,"[134.58074951171875, 468.5082702636719]","[0.21028242111206055, 0.7320441722869873]"
/content/tif_images/image_510.tif,37,36.21481236,36.157522801,collapsed,"[424.2589111328125, 363.53656005859375, 508.4112548828125, 414.08587646484375]",0.4086413979530334,"[466.3350830078125, 388.81121826171875]","[0.728648567199707, 0.6075175285339356]"
/content/tif_images/image_510.tif,39,36.215578626,36.157093136,collapsed,"[305.8887939453125, 51.8223876953125, 380.599365234375, 151.54959106445312]",0.3378964066505432,"[343.24407958984375, 101.68598937988281]","[0.5363188743591308, 0.1588843584060669]"
/content/tif_images/image_510.tif,41,36.214286259,36.157616607,collapsed,"[454.9124755859375, 561.5167236328125, 531.5050048828125, 610.3734130859375]",0.3180114924907684,"[493.208740234375, 585.945068359375]","[0.7706386566162109, 0.9155391693115235]"
/content/tif_images/image_539.tif,3,36.21402169,36.160734066,collapsed,"[74.78170776367188, 20.98102569580078, 174.49525451660156, 108.2260513305664]",0.7015577554702759,"[124.63848114013672, 64.6035385131836]","[0.19474762678146362, 0.10094302892684937]"
/content/tif_images/image_59.tif,0,36.242870284,36.11572203,collapsed,"[560.4467163085938, 4.596466064453125, 640.0, 92.67124938964844]",0.4454089105129242,"[600.2233581542969, 48.63385772705078]","[0.9378489971160888, 0.07599040269851684]"
/content/tif_images/image_707.tif,2,36.200717602,36.115547765,collapsed,"[78.10081481933594, 0.0, 134.8116912841797, 56.53752136230469]",0.4791366755962372,"[106.45625305175781, 28.268760681152344]","[0.16633789539337157, 0.044169938564300536]"
/content/tif_images/image_263.tif,8,36.230046954,36.148446613,collapsed,"[463.48150634765625, 486.25244140625, 572.3235473632812, 581.5736083984375]",0.4373836815357208,"[517.9025268554688, 533.9130249023438]","[0.8092226982116699, 0.8342391014099121]"
/content/tif_images/image_587.tif,7,36.209466707,36.147483519,collapsed,"[0.0, 305.89532470703125, 44.98855972290039, 369.19219970703125]",0.3108028471469879,"[22.494279861450195, 337.54376220703125]","[0.03514731228351593, 0.5274121284484863]"
/content/tif_images/image_123.tif,14,36.239222633,36.137131982,collapsed,"[405.7003173828125, 216.9815216064453, 549.564697265625, 369.67901611328125]",0.4231235086917877,"[477.63250732421875, 293.3302688598633]","[0.7463007926940918, 0.4583285450935364]"
/content/tif_images/image_343.tif,13,36.225707616,36.145892355,collapsed,"[314.70880126953125, 106.12007141113281, 391.64227294921875, 220.35386657714844]",0.4648813903331756,"[353.175537109375, 163.23696899414062]","[0.5518367767333985, 0.25505776405334474]"
/content/tif_images/image_646.tif,0,36.205631502,36.159843902,collapsed,"[362.2047119140625, 505.2915344238281, 474.8387451171875, 601.86572265625]",0.821584939956665,"[418.521728515625, 553.5786285400391]","[0.6539402008056641, 0.864966607093811]"
/content/tif_images/image_646.tif,2,36.205874137,36.159760634,collapsed,"[343.1747131347656, 433.26739501953125, 446.1589660644531, 491.94879150390625]",0.7911340594291687,"[394.6668395996094, 462.60809326171875]","[0.6166669368743897, 0.7228251457214355]"
/content/tif_images/image_646.tif,9,36.206061651,36.159766176,collapsed,"[350.4483337402344, 366.24566650390625, 442.0610046386719, 418.36273193359375]",0.7331679463386536,"[396.2546691894531, 392.30419921875]","[0.6191479206085205, 0.6129753112792968]"
/content/tif_images/image_646.tif,17,36.20652845,36.158528279,collapsed,"[0.190032958984375, 181.46829223632812, 83.04948425292969, 253.10968017578125]",0.6424118876457214,"[41.61975860595703, 217.2889862060547]","[0.06503087282180786, 0.33951404094696047]"
/content/tif_images/image_646.tif,23,36.206744532,36.159402557,collapsed,"[238.07156372070312, 106.2654800415039, 346.0971374511719, 166.28231811523438]",0.4365825951099396,"[292.0843505859375, 136.27389907836914]","[0.45638179779052734, 0.21292796730995178]"
/content/tif_images/image_646.tif,24,36.206918068,36.159367769,collapsed,"[231.8194580078125, 40.22937774658203, 332.4168701171875, 102.19178009033203]",0.4040081202983856,"[282.1181640625, 71.21057891845703]","[0.44080963134765627, 0.11126652956008912]"
/content/tif_images/image_646.tif,25,36.206842741,36.159394548,collapsed,"[234.47088623046875, 49.093841552734375, 345.109130859375, 149.81121826171875]",0.3880564570426941,"[289.7900085449219, 99.45252990722656]","[0.45279688835144044, 0.1553945779800415]"
